Name,ATT,MID,DEF,OVR,Year
Ecuador,73,73,69,71,2015
Hungary,73,71,69,71,2015
Venezuela,72,68,70,71,2015
Australia,71,71,68,71,2015
South Africa,67,71,72,71,2015
Egypt,73,71,67,70,2015
Northern Ireland,70,70,70,70,2015
Finland,69,68,68,70,2015
Bulgaria,68,70,68,69,2015
China PR,68,69,66,69,2015
Canada,67,65,64,66,2015
New Zealand,61,67,66,65,2015
Bolivia,63,64,64,64,2015
India,61,56,58,59,2015
Spain,83,85,83,84,2015
Germany,80,84,81,84,2015
Argentina,86,81,78,82,2015
Brazil,83,80,83,82,2015
France,80,82,81,82,2015
Portugal,85,81,79,81,2015
Belgium,81,82,79,81,2015
Italy,77,81,81,81,2015
Netherlands,81,79,76,80,2015
England,79,80,80,80,2015
Colombia,79,79,74,78,2015
Switzerland,78,76,78,78,2015
Russia,80,76,76,77,2015
Mexico,79,75,74,77,2015
Chile,78,79,75,77,2015
Turkey,77,77,76,77,2015
Uruguay,77,75,77,77,2015
Poland,87,72,73,76,2015
Côte d'Ivoire,78,77,70,76,2015
Denmark,76,75,75,76,2015
Greece,76,73,78,76,2015
Sweden,78,73,74,75,2015
Ireland,76,74,74,75,2015
Scotland,76,74,72,74,2015
United States,75,74,72,74,2015
Wales,74,75,73,74,2015
Slovenia,73,73,73,74,2015
Austria,71,76,74,74,2015
Cameroon,74,73,75,73,2015
Paraguay,74,71,72,73,2015
Romania,71,72,73,73,2015
Czech Republic,69,68,72,73,2015
Peru,76,72,71,72,2015
Norway,74,72,72,72,2015
Ecuador,73,73,69,71,2015
Hungary,73,71,69,71,2015
Venezuela,72,68,70,71,2015
Australia,71,71,68,71,2015
South Africa,67,71,72,71,2015
Egypt,73,71,67,70,2015
Northern Ireland,70,70,70,70,2015
Finland,69,68,68,70,2015
Bulgaria,68,70,68,69,2015
China PR,68,69,66,69,2015
Canada,67,65,64,66,2015
New Zealand,61,67,66,65,2015
Bolivia,63,64,64,64,2015
India,61,56,58,59,2015
Spain,83,85,83,84,2015
Germany,80,84,81,84,2015
Argentina,86,81,78,82,2015
Brazil,83,80,83,82,2015
France,80,82,81,82,2015
Portugal,85,81,79,81,2015
Belgium,81,82,79,81,2015
Italy,77,81,81,81,2015
Netherlands,81,79,76,80,2015
England,79,80,80,80,2015
Colombia,79,79,74,78,2015
Switzerland,78,76,78,78,2015
Russia,81,76,76,77,2015
Mexico,79,75,74,77,2015
Chile,78,79,75,77,2015
Turkey,77,77,76,77,2015
Uruguay,77,75,77,77,2015
Poland,87,71,73,76,2015
Côte d'Ivoire,78,77,70,76,2015
Denmark,76,75,75,76,2015
Greece,76,73,78,76,2015
Sweden,79,73,74,75,2015
Ireland,76,74,74,75,2015
Scotland,76,74,72,74,2015
United States,75,74,72,74,2015
Wales,74,75,73,74,2015
Slovenia,73,73,73,74,2015
Austria,71,76,74,74,2015
Cameroon,74,73,75,73,2015
Paraguay,74,71,72,73,2015
Romania,71,72,73,73,2015
Czech Republic,69,68,72,73,2015
Peru,76,72,71,72,2015
Norway,74,72,72,72,2015
Ecuador,73,73,69,71,2015
Hungary,73,71,69,71,2015
Venezuela,72,68,70,71,2015
Australia,71,71,68,71,2015
South Africa,67,71,72,71,2015
Egypt,73,71,67,70,2015
Northern Ireland,70,70,70,70,2015
Finland,69,68,68,70,2015
Bulgaria,68,70,68,69,2015
China PR,68,69,66,69,2015
Canada,67,65,64,66,2015
New Zealand,61,67,66,65,2015
Bolivia,63,64,64,64,2015
India,61,56,58,59,2015
Spain,83,85,83,84,2015
Germany,80,84,81,84,2015
Argentina,85,82,78,82,2015
Brazil,83,80,83,82,2015
France,80,82,81,82,2015
Portugal,85,81,79,81,2015
Belgium,81,82,79,81,2015
Italy,77,81,81,81,2015
Netherlands,81,79,76,80,2015
England,80,80,80,80,2015
Colombia,79,79,75,78,2015
Switzerland,78,76,78,78,2015
Russia,81,76,76,77,2015
Mexico,79,75,74,77,2015
Chile,78,79,75,77,2015
Turkey,77,77,76,77,2015
Uruguay,77,75,77,77,2015
Poland,87,71,73,76,2015
Côte d'Ivoire,78,77,70,76,2015
Denmark,76,75,75,76,2015
Greece,76,73,78,76,2015
Sweden,79,73,74,75,2015
Ireland,76,74,74,75,2015
Scotland,76,74,72,74,2015
United States,75,74,72,74,2015
Wales,74,75,73,74,2015
Slovenia,73,73,73,74,2015
Austria,71,76,74,74,2015
Cameroon,74,73,75,73,2015
Paraguay,74,71,72,73,2015
Romania,71,72,73,73,2015
Czech Republic,69,68,72,73,2015
Peru,76,72,71,72,2015
Norway,74,72,71,72,2015
Ecuador,73,73,69,71,2015
Hungary,73,71,69,71,2015
Venezuela,72,68,70,71,2015
Australia,71,71,68,71,2015
South Africa,67,71,72,71,2015
Egypt,73,71,67,70,2015
Northern Ireland,70,70,70,70,2015
Finland,69,68,68,70,2015
Bulgaria,68,70,68,69,2015
China PR,68,69,66,69,2015
Canada,67,65,64,66,2015
New Zealand,61,67,66,65,2015
Bolivia,63,64,64,64,2015
India,61,56,58,59,2015
Spain,83,85,83,84,2015
Germany,80,84,81,84,2015
Argentina,86,82,78,82,2015
Brazil,83,80,83,82,2015
France,80,82,81,82,2015
Portugal,85,81,79,81,2015
Belgium,81,82,79,81,2015
Italy,77,81,81,81,2015
Netherlands,81,79,76,80,2015
England,80,80,80,80,2015
Colombia,79,79,75,78,2015
Switzerland,78,76,78,78,2015
Russia,81,76,76,77,2015
Chile,78,79,75,77,2015
Mexico,78,75,74,77,2015
Turkey,77,77,76,77,2015
Uruguay,77,75,77,77,2015
Poland,87,72,73,76,2015
Denmark,76,75,75,76,2015
Greece,76,73,78,76,2015
Sweden,79,73,74,75,2015
Côte d'Ivoire,78,77,70,75,2015
Ireland,76,74,74,75,2015
Scotland,76,74,72,74,2015
United States,75,74,72,74,2015
Wales,74,75,73,74,2015
Slovenia,73,73,73,74,2015
Austria,71,76,74,74,2015
Cameroon,74,73,75,73,2015
Paraguay,74,71,72,73,2015
Romania,71,72,73,73,2015
Czech Republic,70,68,72,73,2015
Peru,76,72,71,72,2015
Norway,74,72,72,72,2015
Ecuador,73,73,69,71,2015
Hungary,73,72,69,71,2015
Venezuela,72,68,70,71,2015
Australia,71,71,68,71,2015
South Africa,67,71,72,71,2015
Egypt,73,71,67,70,2015
Northern Ireland,70,70,70,70,2015
Finland,69,68,68,70,2015
Bulgaria,68,70,68,69,2015
China PR,68,69,66,69,2015
Canada,66,69,64,66,2015
New Zealand,61,67,66,65,2015
Bolivia,63,64,64,64,2015
India,61,56,58,59,2015
Spain,83,85,83,84,2015
Germany,80,84,81,84,2015
Argentina,86,82,78,82,2015
Brazil,83,80,83,82,2015
France,80,82,81,82,2015
Portugal,85,81,79,81,2015
Belgium,81,82,79,81,2015
Italy,77,81,81,81,2015
Netherlands,81,79,76,80,2015
England,80,80,80,80,2015
Colombia,79,79,75,78,2015
Switzerland,78,76,78,78,2015
Russia,81,76,76,77,2015
Mexico,79,75,74,77,2015
Chile,78,79,75,77,2015
Turkey,77,77,76,77,2015
Uruguay,77,75,77,77,2015
Poland,87,72,73,76,2015
Côte d'Ivoire,78,77,70,76,2015
Denmark,76,75,75,76,2015
Greece,76,73,78,76,2015
Sweden,78,73,74,75,2015
Ireland,76,74,74,75,2015
Scotland,76,74,72,74,2015
United States,75,74,72,74,2015
Wales,74,75,73,74,2015
Slovenia,73,73,73,74,2015
Austria,71,76,74,74,2015
Cameroon,74,73,75,73,2015
Paraguay,74,71,72,73,2015
Romania,71,72,73,73,2015
Czech Republic,70,68,72,73,2015
Peru,76,72,71,72,2015
Norway,74,72,72,72,2015
Ecuador,73,73,69,71,2015
Hungary,73,71,69,71,2015
Venezuela,72,68,70,71,2015
Australia,71,71,68,71,2015
South Africa,67,71,72,71,2015
Egypt,73,71,67,70,2015
Northern Ireland,70,70,70,70,2015
Finland,69,68,68,70,2015
Bulgaria,68,70,68,69,2015
China PR,68,69,66,69,2015
Canada,66,69,64,66,2015
New Zealand,61,67,66,65,2015
Bolivia,63,64,64,64,2015
India,61,56,58,59,2015
Spain,83,85,83,84,2015
Germany,80,84,81,84,2015
Argentina,86,82,78,82,2015
Brazil,83,80,83,82,2015
France,80,82,81,82,2015
Portugal,85,81,79,81,2015
Belgium,81,82,79,81,2015
Italy,77,81,81,81,2015
Netherlands,81,79,76,80,2015
England,80,80,80,80,2015
Colombia,79,79,75,78,2015
Switzerland,78,76,78,78,2015
Russia,81,76,76,77,2015
Mexico,79,75,74,77,2015
Chile,78,79,75,77,2015
Turkey,77,77,76,77,2015
Uruguay,77,75,77,77,2015
Poland,87,72,73,76,2015
Côte d'Ivoire,78,77,70,76,2015
Denmark,76,75,75,76,2015
Greece,76,73,78,76,2015
Sweden,78,73,74,75,2015
Ireland,76,74,74,75,2015
Scotland,76,74,72,74,2015
United States,75,74,72,74,2015
Wales,74,75,73,74,2015
Slovenia,73,73,73,74,2015
Austria,71,76,74,74,2015
Cameroon,74,73,75,73,2015
Paraguay,74,71,72,73,2015
Romania,71,72,73,73,2015
Czech Republic,70,68,72,73,2015
Peru,76,72,71,72,2015
Norway,74,72,72,72,2015
Ecuador,73,73,69,71,2015
Hungary,73,71,69,71,2015
Venezuela,72,68,70,71,2015
Australia,71,71,68,71,2015
South Africa,67,71,72,71,2015
Egypt,73,71,67,70,2015
Northern Ireland,70,70,70,70,2015
Finland,69,68,68,70,2015
Bulgaria,68,70,68,69,2015
China PR,68,69,66,69,2015
Canada,66,69,64,66,2015
New Zealand,61,67,66,65,2015
Bolivia,63,64,64,64,2015
India,61,56,58,59,2015
Spain,83,85,83,84,2016
Germany,80,84,81,84,2016
Argentina,86,82,77,82,2016
Brazil,83,81,83,82,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,81,82,79,81,2016
England,80,80,80,81,2016
Italy,77,81,81,81,2016
Netherlands,81,79,76,80,2016
Colombia,79,79,75,78,2016
Switzerland,78,76,78,78,2016
Mexico,79,75,74,77,2016
Chile,78,79,75,77,2016
Russia,77,76,76,77,2016
Uruguay,77,75,77,77,2016
Turkey,76,77,75,77,2016
Poland,87,72,73,76,2016
Côte d'Ivoire,78,77,70,76,2016
Denmark,76,75,75,76,2016
Greece,76,73,78,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,75,74,72,74,2016
Wales,74,75,73,74,2016
Slovenia,73,73,73,74,2016
Austria,71,76,74,74,2016
Cameroon,74,73,75,73,2016
Paraguay,74,71,72,73,2016
Romania,71,72,74,73,2016
Czech Republic,70,68,72,73,2016
Peru,76,72,71,72,2016
Norway,74,72,72,72,2016
Ecuador,73,74,69,71,2016
Hungary,73,71,69,71,2016
Venezuela,72,68,70,71,2016
Australia,71,71,68,71,2016
South Africa,67,71,72,71,2016
Egypt,73,71,67,70,2016
Northern Ireland,70,70,69,70,2016
Finland,69,68,68,70,2016
Bulgaria,68,70,68,69,2016
China PR,68,69,66,69,2016
Canada,66,69,64,66,2016
New Zealand,62,66,66,65,2016
Bolivia,63,64,64,64,2016
India,63,56,58,59,2016
Spain,83,85,83,84,2016
Germany,80,84,81,84,2016
Brazil,83,81,83,83,2016
Argentina,86,82,77,82,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,81,82,79,81,2016
England,80,80,80,81,2016
Italy,77,81,81,81,2016
Netherlands,81,79,76,79,2016
Colombia,79,79,75,78,2016
Chile,78,78,75,78,2016
Switzerland,78,77,78,78,2016
Mexico,79,75,74,77,2016
Russia,77,76,76,77,2016
Uruguay,77,75,77,77,2016
Turkey,76,77,75,77,2016
Poland,87,72,72,76,2016
Côte d'Ivoire,78,77,70,76,2016
Denmark,76,75,75,76,2016
Greece,76,73,79,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,75,74,72,74,2016
Wales,74,74,73,74,2016
Slovenia,74,74,73,74,2016
Austria,71,76,74,74,2016
Cameroon,74,73,75,73,2016
Norway,74,72,72,73,2016
Paraguay,74,71,72,73,2016
Romania,71,72,74,73,2016
Czech Republic,70,68,72,73,2016
Peru,76,72,71,72,2016
Ecuador,73,74,69,71,2016
Hungary,73,71,69,71,2016
Venezuela,72,68,70,71,2016
Australia,71,71,68,71,2016
South Africa,67,71,72,71,2016
Egypt,73,71,67,70,2016
Northern Ireland,70,70,69,70,2016
Finland,69,68,68,70,2016
Bulgaria,68,70,68,69,2016
China PR,68,69,66,69,2016
Canada,66,69,64,66,2016
New Zealand,62,66,66,65,2016
Bolivia,63,64,64,64,2016
India,63,56,58,59,2016
Spain,83,85,84,84,2016
Germany,80,84,81,84,2016
Brazil,83,81,83,83,2016
Argentina,86,82,77,82,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,81,82,79,81,2016
Italy,77,81,81,81,2016
England,80,80,80,80,2016
Netherlands,81,79,76,79,2016
Colombia,79,79,75,78,2016
Chile,78,78,76,78,2016
Switzerland,78,77,78,78,2016
Mexico,79,75,74,77,2016
Russia,77,76,76,77,2016
Uruguay,77,75,77,77,2016
Turkey,76,77,75,77,2016
Poland,87,72,72,76,2016
Côte d'Ivoire,78,77,70,76,2016
Denmark,76,75,75,76,2016
Greece,76,73,79,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,76,73,72,74,2016
Wales,74,74,73,74,2016
Slovenia,74,74,73,74,2016
Austria,71,75,74,74,2016
Cameroon,74,73,75,73,2016
Norway,74,72,72,73,2016
Paraguay,74,71,72,73,2016
Romania,71,72,74,73,2016
Czech Republic,70,68,72,73,2016
Peru,76,72,71,72,2016
Ecuador,73,74,69,71,2016
Egypt,73,72,67,71,2016
Hungary,73,71,69,71,2016
Venezuela,72,68,70,71,2016
Australia,71,71,68,71,2016
South Africa,67,71,72,71,2016
Northern Ireland,70,70,69,70,2016
Finland,69,68,68,70,2016
Bulgaria,68,70,68,69,2016
China PR,68,69,66,69,2016
Canada,66,69,64,66,2016
New Zealand,62,66,66,65,2016
Bolivia,63,64,64,64,2016
India,63,56,58,59,2016
Spain,83,85,84,84,2016
Germany,80,84,81,84,2016
Brazil,83,81,83,83,2016
Argentina,87,82,77,82,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,82,82,79,81,2016
Italy,77,80,81,81,2016
England,81,80,80,80,2016
Netherlands,81,79,76,79,2016
Colombia,79,79,75,78,2016
Chile,78,79,75,78,2016
Switzerland,77,77,78,78,2016
Mexico,79,75,74,77,2016
Russia,77,76,76,77,2016
Turkey,76,77,75,77,2016
Poland,88,73,72,76,2016
Uruguay,79,75,76,76,2016
Côte d'Ivoire,78,77,70,76,2016
Denmark,76,75,75,76,2016
Greece,76,73,79,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,76,73,72,74,2016
Wales,74,74,73,74,2016
Slovenia,74,74,73,74,2016
Austria,71,75,74,74,2016
Cameroon,74,73,75,73,2016
Norway,74,72,72,73,2016
Paraguay,74,71,72,73,2016
Romania,71,72,74,73,2016
Czech Republic,70,72,72,73,2016
Peru,76,72,71,72,2016
Ecuador,73,74,69,71,2016
Egypt,73,72,67,71,2016
Hungary,73,71,69,71,2016
Venezuela,72,68,70,71,2016
Australia,71,71,68,71,2016
South Africa,67,71,72,71,2016
Northern Ireland,70,70,70,70,2016
Finland,69,68,68,70,2016
Bulgaria,68,70,68,69,2016
China PR,68,69,66,69,2016
Canada,66,69,64,66,2016
New Zealand,62,66,66,65,2016
Bolivia,63,64,64,64,2016
India,63,56,58,59,2016
Spain,83,85,84,84,2016
Germany,80,84,81,84,2016
Argentina,87,82,80,83,2016
Brazil,83,81,83,83,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,81,82,79,81,2016
England,81,79,81,81,2016
Italy,77,80,81,81,2016
Netherlands,81,79,76,79,2016
Colombia,81,78,76,78,2016
Chile,78,79,75,78,2016
Switzerland,77,77,78,78,2016
Mexico,79,76,74,77,2016
Uruguay,79,74,78,77,2016
Russia,77,76,76,77,2016
Turkey,76,77,75,77,2016
Poland,88,73,72,76,2016
Côte d'Ivoire,78,77,70,76,2016
Denmark,76,75,75,76,2016
Greece,76,73,79,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,76,73,72,74,2016
Wales,74,74,73,74,2016
Slovenia,74,74,73,74,2016
Paraguay,74,71,72,74,2016
Austria,71,75,74,74,2016
Cameroon,74,73,75,73,2016
Norway,74,72,72,73,2016
Romania,71,72,74,73,2016
Czech Republic,70,72,72,73,2016
Peru,74,72,71,72,2016
Ecuador,73,74,69,72,2016
Hungary,73,71,69,71,2016
Venezuela,72,69,70,71,2016
Australia,71,71,68,71,2016
South Africa,67,71,72,71,2016
Egypt,73,72,66,70,2016
Northern Ireland,70,70,70,70,2016
Finland,69,68,68,70,2016
Bulgaria,68,70,68,69,2016
China PR,68,69,66,69,2016
Canada,66,69,64,66,2016
Bolivia,64,65,64,65,2016
New Zealand,62,66,66,65,2016
India,63,56,58,59,2016
Spain,83,85,84,84,2016
Germany,80,84,81,84,2016
Argentina,87,82,80,83,2016
Brazil,83,81,83,83,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,81,82,79,81,2016
England,81,79,81,81,2016
Italy,77,80,81,81,2016
Netherlands,81,79,76,79,2016
Colombia,81,78,76,78,2016
Chile,78,79,75,78,2016
Switzerland,77,77,78,78,2016
Mexico,79,76,74,77,2016
Uruguay,79,74,78,77,2016
Russia,77,76,76,77,2016
Turkey,75,77,76,77,2016
Poland,88,73,72,76,2016
Côte d'Ivoire,78,77,70,76,2016
Denmark,76,75,75,76,2016
Greece,76,73,78,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,76,73,72,74,2016
Wales,74,74,73,74,2016
Slovenia,74,74,73,74,2016
Paraguay,74,72,72,74,2016
Austria,71,75,74,74,2016
Cameroon,74,73,75,73,2016
Norway,74,72,72,73,2016
Romania,73,73,74,73,2016
Czech Republic,70,72,72,73,2016
Peru,76,72,70,72,2016
Ecuador,73,74,69,72,2016
Australia,72,71,68,72,2016
Hungary,73,71,69,71,2016
Venezuela,72,69,70,71,2016
South Africa,67,71,72,71,2016
Egypt,73,72,66,70,2016
Northern Ireland,70,70,70,70,2016
China PR,70,69,67,70,2016
Finland,69,68,68,70,2016
Bulgaria,68,70,68,69,2016
Canada,66,69,64,66,2016
Bolivia,64,65,64,65,2016
New Zealand,62,66,67,65,2016
India,63,56,58,59,2016
Spain,83,85,84,84,2016
Germany,80,84,81,84,2016
Argentina,87,82,80,83,2016
Brazil,83,81,83,83,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,81,82,79,81,2016
England,81,79,81,81,2016
Italy,77,80,81,81,2016
Netherlands,81,79,76,79,2016
Colombia,81,78,76,78,2016
Chile,78,79,75,78,2016
Switzerland,77,77,78,78,2016
Mexico,79,76,74,77,2016
Uruguay,79,74,78,77,2016
Russia,77,76,76,77,2016
Turkey,75,77,76,77,2016
Poland,88,73,72,76,2016
Côte d'Ivoire,78,77,70,76,2016
Denmark,76,75,75,76,2016
Greece,76,73,78,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,76,73,72,74,2016
Wales,74,74,73,74,2016
Slovenia,74,74,73,74,2016
Paraguay,74,72,72,74,2016
Austria,71,75,74,74,2016
Cameroon,74,73,75,73,2016
Norway,74,72,72,73,2016
Romania,73,73,74,73,2016
Czech Republic,70,72,72,73,2016
Peru,76,72,70,72,2016
Ecuador,73,74,69,72,2016
Australia,72,71,68,72,2016
Hungary,73,71,69,71,2016
Venezuela,72,69,70,71,2016
South Africa,67,71,72,71,2016
Egypt,73,72,66,70,2016
Northern Ireland,70,70,70,70,2016
China PR,70,69,67,70,2016
Finland,69,68,68,70,2016
Bulgaria,68,70,68,69,2016
Canada,66,69,64,66,2016
Bolivia,64,65,64,65,2016
New Zealand,62,66,67,65,2016
India,63,56,58,59,2016
Spain,83,85,84,84,2016
Germany,80,84,81,84,2016
Argentina,87,82,80,83,2016
Brazil,83,81,83,83,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,81,82,79,81,2016
England,81,79,81,81,2016
Italy,77,80,81,81,2016
Netherlands,81,79,76,79,2016
Colombia,81,78,76,78,2016
Chile,78,79,75,78,2016
Switzerland,77,77,77,78,2016
Mexico,79,76,74,77,2016
Uruguay,79,74,78,77,2016
Russia,77,76,76,77,2016
Turkey,75,77,76,77,2016
Poland,88,73,72,76,2016
Côte d'Ivoire,78,77,70,76,2016
Denmark,76,75,75,76,2016
Greece,76,73,78,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,76,73,72,74,2016
Wales,74,74,73,74,2016
Slovenia,74,74,73,74,2016
Paraguay,74,72,72,74,2016
Austria,71,75,74,74,2016
Cameroon,74,73,75,73,2016
Norway,74,72,72,73,2016
Romania,73,73,74,73,2016
Czech Republic,70,72,72,73,2016
Peru,76,72,70,72,2016
Ecuador,73,74,69,72,2016
Australia,72,71,68,72,2016
Hungary,73,71,69,71,2016
Venezuela,72,69,70,71,2016
South Africa,67,71,72,71,2016
Egypt,73,72,66,70,2016
Northern Ireland,70,70,70,70,2016
Finland,68,68,68,70,2016
China PR,69,68,66,69,2016
Bulgaria,68,70,68,69,2016
Canada,66,69,64,66,2016
Bolivia,64,65,64,65,2016
New Zealand,62,66,67,65,2016
India,63,56,58,59,2016
Spain,83,85,84,84,2016
Germany,80,84,81,84,2016
Argentina,87,82,80,83,2016
Brazil,83,81,83,83,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,81,82,79,81,2016
England,81,79,81,81,2016
Italy,77,80,81,81,2016
Netherlands,81,79,76,79,2016
Colombia,81,78,76,78,2016
Chile,78,79,75,78,2016
Switzerland,77,77,77,78,2016
Mexico,79,76,74,77,2016
Uruguay,79,74,78,77,2016
Russia,77,76,76,77,2016
Turkey,75,77,76,77,2016
Poland,88,73,72,76,2016
Côte d'Ivoire,78,77,70,76,2016
Denmark,76,75,75,76,2016
Greece,76,73,78,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,76,73,72,74,2016
Wales,74,74,73,74,2016
Slovenia,74,74,73,74,2016
Paraguay,74,72,72,74,2016
Austria,71,75,74,74,2016
Cameroon,74,73,75,73,2016
Norway,74,72,72,73,2016
Romania,73,73,74,73,2016
Czech Republic,70,72,72,73,2016
Peru,76,72,70,72,2016
Ecuador,73,74,69,72,2016
Australia,72,71,68,72,2016
Hungary,73,71,69,71,2016
Venezuela,72,69,70,71,2016
South Africa,67,71,72,71,2016
Egypt,73,72,66,70,2016
Northern Ireland,70,70,70,70,2016
Finland,68,68,68,70,2016
China PR,69,68,66,69,2016
Bulgaria,68,70,68,69,2016
Canada,66,69,64,66,2016
Bolivia,64,65,64,65,2016
New Zealand,62,66,67,65,2016
India,63,56,58,59,2016
Spain,83,85,84,84,2016
Germany,80,84,81,84,2016
Argentina,87,82,80,83,2016
Brazil,83,81,83,83,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,81,82,79,81,2016
England,81,79,81,81,2016
Italy,77,80,81,81,2016
Netherlands,81,79,76,79,2016
Colombia,81,78,76,78,2016
Chile,78,79,75,78,2016
Switzerland,77,77,77,78,2016
Mexico,79,76,74,77,2016
Uruguay,79,74,78,77,2016
Russia,77,76,76,77,2016
Turkey,75,77,76,77,2016
Poland,88,73,72,76,2016
Côte d'Ivoire,78,77,70,76,2016
Denmark,76,75,75,76,2016
Greece,76,73,78,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,76,73,72,74,2016
Wales,74,74,73,74,2016
Slovenia,74,74,73,74,2016
Paraguay,74,72,72,74,2016
Austria,71,75,74,74,2016
Cameroon,74,73,75,73,2016
Norway,74,72,72,73,2016
Romania,73,73,74,73,2016
Czech Republic,70,72,72,73,2016
Peru,76,72,70,72,2016
Ecuador,73,74,69,72,2016
Australia,72,71,68,72,2016
Hungary,73,71,69,71,2016
Venezuela,72,69,70,71,2016
South Africa,67,71,72,71,2016
Egypt,73,72,66,70,2016
Northern Ireland,70,70,70,70,2016
Finland,68,68,68,70,2016
China PR,69,68,66,69,2016
Bulgaria,68,70,68,69,2016
Canada,66,69,64,66,2016
Bolivia,64,65,64,65,2016
New Zealand,62,66,67,65,2016
India,63,56,58,59,2016
Spain,83,85,84,84,2016
Germany,80,84,81,84,2016
Argentina,87,82,80,83,2016
Brazil,83,81,83,83,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,81,82,79,81,2016
England,81,79,81,81,2016
Italy,77,80,81,81,2016
Netherlands,81,79,76,79,2016
Colombia,81,78,76,78,2016
Chile,78,79,75,78,2016
Switzerland,77,77,77,78,2016
Mexico,79,76,74,77,2016
Uruguay,79,74,78,77,2016
Russia,77,76,76,77,2016
Turkey,75,77,76,77,2016
Poland,88,73,72,76,2016
Côte d'Ivoire,78,77,70,76,2016
Denmark,76,75,75,76,2016
Greece,76,73,78,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,76,73,72,74,2016
Wales,74,74,73,74,2016
Slovenia,74,74,73,74,2016
Paraguay,74,72,72,74,2016
Austria,71,75,74,74,2016
Cameroon,74,73,75,73,2016
Norway,74,72,72,73,2016
Romania,73,73,74,73,2016
Czech Republic,70,72,72,73,2016
Peru,76,72,70,72,2016
Ecuador,73,74,69,72,2016
Australia,72,71,68,72,2016
Hungary,73,71,69,71,2016
Venezuela,73,69,70,71,2016
South Africa,67,71,72,71,2016
Egypt,73,72,66,70,2016
Northern Ireland,70,70,70,70,2016
Finland,68,68,68,70,2016
China PR,69,68,66,69,2016
Bulgaria,68,70,68,69,2016
Canada,66,69,64,66,2016
Bolivia,64,65,64,65,2016
New Zealand,62,66,67,65,2016
India,63,56,58,59,2016
Spain,83,85,84,84,2016
Germany,80,84,81,84,2016
Argentina,88,81,81,83,2016
Brazil,83,81,83,83,2016
France,81,82,81,82,2016
Portugal,85,81,79,81,2016
Belgium,81,82,79,81,2016
England,81,79,81,81,2016
Italy,76,80,81,81,2016
Netherlands,81,79,76,79,2016
Colombia,81,78,76,78,2016
Uruguay,81,75,78,78,2016
Chile,78,79,75,78,2016
Switzerland,77,76,77,78,2016
Mexico,79,76,74,77,2016
Russia,77,76,76,77,2016
Turkey,75,77,77,77,2016
Poland,88,73,72,76,2016
Côte d'Ivoire,78,77,70,76,2016
Greece,76,73,78,76,2016
Denmark,75,75,75,76,2016
Sweden,78,73,74,75,2016
Ireland,76,74,74,75,2016
Scotland,76,74,72,74,2016
United States,76,73,72,74,2016
Wales,74,74,73,74,2016
Slovenia,74,74,73,74,2016
Austria,71,75,74,74,2016
Czech Republic,70,72,72,74,2016
Cameroon,74,73,75,73,2016
Paraguay,74,72,72,73,2016
Norway,74,72,72,73,2016
Romania,73,72,73,73,2016
Peru,77,72,70,72,2016
Ecuador,73,74,69,72,2016
Australia,72,71,68,72,2016
Venezuela,73,69,70,71,2016
Hungary,72,71,69,71,2016
South Africa,67,71,72,71,2016
Egypt,73,72,66,70,2016
Northern Ireland,70,70,70,70,2016
